Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,
Comparison,dESolv,Difference in a given metric between explicit and implicit solvent use,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2007,"Choe, Seungho; Sun, Sean X.",Bending elasticity of anti-parallel β-sheets,Biophysical Journal,10.1529/biophysj.106.095786,,,,,,,
Comparison,CGMDE,Coarse-grained / MD error,Figure,7,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2007,"Choe, Seungho; Sun, Sean X.",Bending elasticity of anti-parallel β-sheets,Biophysical Journal,10.1529/biophysj.106.095786,,,,,,,
Comparison,dMut,Difference between mutations,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2021,"Grear, Tyler; Avery, Chris; Patterson, John; Jacobs, Donald J.",Molecular function recognition by supervised projection pursuit machine learning,Scientific Reports,10.1038/s41598-021-83269-y,,,,,,,
Comparison,dMut,Difference between two mutants of a single protein with respect to some metric,,,,All,Computational,,,,Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,
Comparison,dSolv,Difference in a given metric between two solvent treatments,,,,All,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Witek, Jagna; Keller, Bettina G.; Blatter, Markus; Meissner, Axel; Wagner, Trixie; Riniker, Sereina",Kinetic Models of Cyclosporin A in Polar and Apolar Environments Reveal Multiple Congruent Conformational States,Journal of Chemical Information and Modeling,10.1021/acs.jcim.6b00251,,,,,,,
Comparison,dMut,Mutational differences,,,,All,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Zhou, Hao; Li, Shangyang; Makowski, Lee",Visualizing global properties of a molecular dynamics trajectory,"Proteins: Structure, Function, and Bioinformatics",10.1002/prot.24957,,,,,,,
Comparison,dSolv,Difference in a given metric between two solvent treatments,,,,All,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Yoshida, Koji; Vogtt, Karsten; Izaola, Zunbeltz; Russina, Margarita; Yamaguchi, Toshio; Bellissent-Funel, Marie Claire",Alcohol induced structural and dynamic changes in β-lactoglobulin in aqueous solution: A neutron scattering study,Biochimica et Biophysica Acta - Proteins and Proteomics,10.1016/j.bbapap.2011.12.011,,,,,,,
Comparison,dSurf,Difference in a given metric between two adsorption surfaces,Page,139,,All,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Raffaini, G; Ganazzoli, F",Protein adsorption on biomaterial and nanomaterial surfaces: a molecular modeling approach to study non-covalent interactions,Journal of Applied Biomaterials & Biomechanics,10.5301/JABB.2010.6093,,,,,,,
Comparison,dFF,Difference in a given metric between two tested force fields,Figure,7,,All,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Vanommeslaeghe, K.; Hatcher, E.; Acharya, C.; Kundu, S.; Zhong, S.; Shim, J.; Darian, E.; Guvench, O.; Lopes, P.; Vorobyov, I.; Mackerell, A. D.",CHARMM general force field: A force field for drug-like molecules compatible with the CHARMM all-atom additive biological force fields,Journal of Computational Chemistry,10.1002/jcc.21367,,,,,,,
Comparison,dMetal,Difference in a given metric between being bound to one or more metals,,,,All,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Bernardi, Francesca; Gaggelli, Elena; Molteni, Elena; Porciatti, Elena; Valensin, Daniela; Valensin, Gianni",1H and 13C-NMR and Molecular Dynamics Studies of Cyclosporin A Interacting with Magnesium(II) or Cerium(III) in Acetonitrile. Conformational Changes and cis-trans Conversion of Peptide Bonds,Biophysical Journal,10.1529/biophysj.105.074245,,,,,,,
Comparison,dSolv,Difference in a given metric between one solvent and another,Figure,3,,All,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Bernardi, Francesca; Gaggelli, Elena; Molteni, Elena; Porciatti, Elena; Valensin, Daniela; Valensin, Gianni",1H and 13C-NMR and Molecular Dynamics Studies of Cyclosporin A Interacting with Magnesium(II) or Cerium(III) in Acetonitrile. Conformational Changes and cis-trans Conversion of Peptide Bonds,Biophysical Journal,10.1529/biophysj.105.074245,,,,,,,
Comparison,dSolv,Difference in a given metric between solvents,,,,All,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,1990,"Lautz, J.; Kessler, H.; van Gunsteren, W. F.; Weber, H. P.; Wenger, R. M.",On the dependence of molecular conformation on the type of solvent environment: a molecular dynamics study of cyclosporin A,Biopolymers,10.1002/bip.360291214,,,,,,,
Comparison,dActive,Difference in activity between states,Figure,2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Zhou, Qingtong; Yang, Dehua; Wu, Meng; Guo, Yu; Guo, Wanjing; Zhong, Li; Cai, Xiaoqing; Dai, Antao; Jang, Wonjo; Shakhnovich, Eugene I.; Liu, Zhi-Jie; Stevens, Raymond C.; Lambert, Nevin A.; Babu, M. Madan; Wang, Ming-Wei; Zhao, Suwen",Common activation mechanism of class A GPCRs,eLife,10.7554/eLife.50279,,,,,,,
Comparison,CONGENEAL_dissim,CONGENEAL dissimilarity score between two different structures with the same residue count. More independent of rigid-body motion than RMSD.,,,,Structural,Computational,,,,Atom,,,Global,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,,,,--,0,,,,,,,,,,,,,,journalArticle,2007,"Scott, Kathryn a; Alonso, Darwin O V; Sato, Satoshi; Fersht, Alan R; Daggett, Valerie",Conformational entropy of alanine versus glycine in protein denatured states.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.0611182104,,,,,,,
Comparison,Frag,Fragment similarity,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Jin, Wengong; Barzilay, Regina; Jaakkola, Tommi",Hierarchical Generation of Molecular Graphs using Structural Motifs,"arXiv:2002.03230 [cs, stat]",,,,,,,,
Comparison,Scaf,Scaffold similarity,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Jin, Wengong; Barzilay, Regina; Jaakkola, Tommi",Hierarchical Generation of Molecular Graphs using Structural Motifs,"arXiv:2002.03230 [cs, stat]",,,,,,,,
Comparison,Tani,Tanimoto similarity,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Bajusz, Dávid; Rácz, Anita; Héberger, Károly",Why is Tanimoto index an appropriate choice for fingerprint-based similarity calculations?,Journal of Cheminformatics,10.1186/s13321-015-0069-3,,,,,,,
Comparison,NN_sim,Nearest-neighbor similarity,,,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMON KNOWLEDGE,,,,,,,,,,
Dataset,DD,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Refahi, Mohammad Saleh; Mir, A.; Nasiri, Jalal A.",A novel fusion based on the evolutionary features for protein fold recognition using support vector machines,Scientific Reports,10.1038/s41598-020-71172-x,,,,,,,
Dataset,RDD,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Refahi, Mohammad Saleh; Mir, A.; Nasiri, Jalal A.",A novel fusion based on the evolutionary features for protein fold recognition using support vector machines,Scientific Reports,10.1038/s41598-020-71172-x,,,,,,,
Dataset,EDD,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Refahi, Mohammad Saleh; Mir, A.; Nasiri, Jalal A.",A novel fusion based on the evolutionary features for protein fold recognition using support vector machines,Scientific Reports,10.1038/s41598-020-71172-x,,,,,,,
Dataset,DIPS,Database of interacting protein structures,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/drorlab/DIPS,,,,,,journalArticle,2019,"Townshend, Raphael; Bedi, Rishi; Suriana, Patricia; Dror, Ron",End-to-End Learning on 3D Protein Structure for Interface Prediction,Advances in Neural Information Processing Systems,,,,,,,,
Dataset,AbDb,,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Ferdous, Saba; Martin, Andrew C R",AbDb: antibody structure database—a database of PDB-derived antibody structures,Database,10.1093/database/bay040,,,,,,,
Dataset,PDB,Protein data bank,,,,Structural,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2000,"Berman, Helen M.; Westbrook, John; Feng, Zukang; Gilliland, Gary; Bhat, T. N.; Weissig, Helge; Shindyalov, Ilya N.; Bourne, Philip E.",The Protein Data Bank,Nucleic Acids Research,10/c7g,,,,,,,
Dataset,PGR,Protein graph repository,,,,Structural,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wjdi.bioinfo.uqam.ca/,,,journalArticle,2016,"Dhifli, Wajdi; Diallo, Abdoulaye Baniré",PGR: A Graph Repository of Protein 3D-Structures,,,,,,,,,
Dataset,DUD-E,DUD-E database,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Dataset,scPDB,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Dataset,DisProt,Protein disorder database,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Asgari, Ehsaneddin; Mofrad, Mohammad R. K.",ProtVec: A Continuous Distributed Representation of Biological Sequences,"PLoS ONE 10(11): e0141287, 2015",10.1371/journal.pone.0141287,,,,,,,
Dataset,GMLDB,GROMACS molecule and liquid database,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"van der Spoel, David; van Maaren, Paul J.; Caleman, Carl",GROMACS molecule & liquid database,Bioinformatics,10.1093/bioinformatics/bts020,,,,,,,
Dataset,DARC,Database of aligned ribosomal complexes,,,,Structural,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Jarasch, Alexander; Dziuk, Philipp; Becker, Thomas; Armache, Jean Paul; Hauser, Andreas; Wilson, Daniel N.; Beckmann, Roland",The DARC site: A database of aligned ribosomal complexes,Nucleic Acids Research,10.1093/nar/gkr824,,,,,,,
Dataset,SIE,Precursor to PDBBind-CN,,,,Structural,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Corbeil, Christopher R.; Williams, Christopher I.; Labute, Paul",Variability in docking success rates due to dataset preparation,Journal of Computer-Aided Molecular Design,10.1007/s10822-012-9570-1,,,,,,,
Dataset,CSAR-NRC_HiQ,Precursor to PDBBind-CN,,,,Structural,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Corbeil, Christopher R.; Williams, Christopher I.; Labute, Paul",Variability in docking success rates due to dataset preparation,Journal of Computer-Aided Molecular Design,10.1007/s10822-012-9570-1,,,,,,,
Dataset,ACS-Astex,,,,,Structural,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Corbeil, Christopher R.; Williams, Christopher I.; Labute, Paul",Variability in docking success rates due to dataset preparation,Journal of Computer-Aided Molecular Design,10.1007/s10822-012-9570-1,,,,,,,
Dataset,SUPERFAMILY,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Parikesit, A A; Stadler, P F; Prohaska, S J",Quantitative comparison of genomic-wide protein domain distributions,"Ger. Conf. Bioinform., P-173",,,,,,,,
Dataset,PDB,Protein data bank,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2008,"Berman, Helen M",The Protein Data Bank: a historical perspective.,"Acta crystallographica. Section A, Foundations of crystallography",10.1107/S0108767307035623,,,,,,,
Dataset,FreeSolv,,,,,Nonstructural,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Maziarka, Łukasz; Danel, Tomasz; Mucha, Sławomir; Rataj, Krzysztof; Tabor, Jacek; Jastrzębski, Stanisław",Molecule Attention Transformer,"arXiv:2002.08264 [physics, stat]",,,,,,,,
Dataset,ZINC20,,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Irwin, John J.; Tang, Khanh G.; Young, Jennifer; Dandarchuluun, Chinzorig; Wong, Benjamin R.; Khurelbaatar, Munkhzul; Moroz, Yurii S.; Mayfield, John; Sayle, Roger A.",ZINC20—A Free Ultralarge-Scale Chemical Database for Ligand Discovery,Journal of Chemical Information and Modeling,10.1021/acs.jcim.0c00675,,,,,,,
Dataset,cheML.io,,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhumagambetov, Rustam; Kazbek, Daniyar; Shakipov, Mansur; Maksut, Daulet; A. Peshkov, Vsevolod; Fazli, Siamac",cheML.io: an online database of ML-generated molecules,RSC Advances,10.1039/D0RA07820D,,,,,,,
Dataset,ZvNRes,Z-score versus number of residues,,,,Nonstructural,Computational,,,,Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Dataset,ZINC-15,ZINC-15 database,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Sterling, Teague; Irwin, John J",ZINC 15 - Ligand Discovery for Everyone,Journal of Chemical Information and Modeling,10.1021/acs.jcim.5b00559,,,,,,,
Dataset,PDB,The protein data bank,,,,Dynamic,,,,,,,,,1,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2000,"Berman, Helen M.; Westbrook, John; Feng, Zukang; Gilliland, Gary; Bhat, T. N.; Weissig, Helge; Shindyalov, Ilya N.; Bourne, Philip E.",The Protein Data Bank,Nucleic Acids Research,10/c7g,,,,,,,
Dataset,M-CSA,Catalytic site atlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ebi.ac.uk/thornton-srv/m-csa/,,,,,,,thesis,2008,"Torrance, James William",The geometry and evolution of catalytic sites and metal binding sites.,,,,,,,,,
Dataset,CSA,Catalytic site atlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.hsls.pitt.edu/obrc/index.php?page=URL1096553430,,,,,,,thesis,2008,"Torrance, James William",The geometry and evolution of catalytic sites and metal binding sites.,,,,,,,,,
Dataset,ChEMBL-20 PMD,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Dataset,DUDE-30,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Dataset,DUDE-102,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Dataset,ChEMBL-20 Inactives,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Dataset,Collection of datasets,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,
Dataset,MUV,,Table,1,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Dataset,,BindingDB,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Hongjian; Sze, Kam-Heung; Lu, Gang; Ballester, Pedro J.",Machine-learning scoring functions for structure-based drug lead optimization,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1465,,,,,,,
Dataset,,CSAR,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Hongjian; Sze, Kam-Heung; Lu, Gang; Ballester, Pedro J.",Machine-learning scoring functions for structure-based drug lead optimization,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1465,,,,,,,
Dataset,,BindingMOAD,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Hongjian; Sze, Kam-Heung; Lu, Gang; Ballester, Pedro J.",Machine-learning scoring functions for structure-based drug lead optimization,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1465,,,,,,,
Dataset,,MoleculeNet,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Hongjian; Sze, Kam-Heung; Lu, Gang; Ballester, Pedro J.",Machine-learning scoring functions for structure-based drug lead optimization,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1465,,,,,,,
Dataset,,D3R,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Hongjian; Sze, Kam-Heung; Lu, Gang; Ballester, Pedro J.",Machine-learning scoring functions for structure-based drug lead optimization,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1465,,,,,,,
Dataset,,CASF,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Hongjian; Sze, Kam-Heung; Lu, Gang; Ballester, Pedro J.",Machine-learning scoring functions for structure-based drug lead optimization,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1465,,,,,,,
Dataset,,,,,,,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2009,"Berkholz, Donald S.; Krenesky, Peter B.; Davidson, John R.; Karplus, P. Andrew",Protein Geometry Database: A flexible engine to explore backbone conformations and their relationships to covalent geometry,Nucleic Acids Research,10.1093/nar/gkp1013,,,,,,,
Dataset heuristic,CM,Confusion matrix,Figure,7,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Refahi, Mohammad Saleh; Mir, A.; Nasiri, Jalal A.",A novel fusion based on the evolutionary features for protein fold recognition using support vector machines,Scientific Reports,10.1038/s41598-020-71172-x,,,,,,,
Dataset heuristic,SV,Shapley value,Figure,3,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Leidner, Florian; Kurt Yilmaz, Nese; Schiffer, Celia A.",Target-Specific Prediction of Ligand Affinity with Structure-Based Interaction Fingerprints,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00457,,,,,,,
Dataset heuristic,Act%vEF,Actives percentage versus enrichment factor,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,
Dataset heuristic,CABS-flex,Pairwise Calpha RMSDs,,,,Structural,Computational,,,,Protein,,,,0,1,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,0100000
Dataset heuristic,AUPRvPSNset,AUPR scores versus selected PSN set,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Faisal, Fazle E.; Newaz, Khalique; Chaney, Julie L.; Li, Jun; Emrich, Scott J.; Clark, Patricia L.; Milenković, Tijana",GRAFENE: Graphlet-based alignment-free network approach integrates 3D structural and sequence (residue order) data to improve protein structural comparison,Scientific Reports,10.1038/s41598-017-14411-y,,,,,,,
Dataset heuristic,AHDAD,Aromatic hydroxyl dihedral angle distribution,Figure,9,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Coleman, Ryan G.; Carchia, Michael; Sterling, Teague; Irwin, John J.; Shoichet, Brian K.",Ligand Pose and Orientational Sampling in Molecular Docking,PLoS ONE,10.1371/journal.pone.0075992,,,,,,,
